Production_ID,Production_DateTime,Production_Date,Production_Hour,Production_Week,Production_Month,Shift_Type,Production_Line,Product_Type,Batch_Number,Machine_ID,Machine_Temperature,Machine_Run_Time,Downtime_Minutes,Maintenance_Status,Power_Consumption,Operator_ID,Operator_Experience,Shift_Hours,Material_Type,Material_Quality,Supplier_ID,Inventory_Level,Production_Target,Actual_Output,Production_Efficiency,Cycle_Time,Defect_Count,Rejection_Count,Factory_Temperature,Humidity_Level,Noise_Level
3511,2025-07-12 02:53:57.973205,2025-07-12,2,28,7,A,Line-2,Microchip,BATCH-4302,M-102,109.39,22,33,Done,53.4,1050,10.0,10,Plastic,High,227,809.0,720,298,75.59,1.49,5,9,28.15,46.71,111.72
3512,2026-04-19 21:18:57.973205,2026-04-19,21,16,4,A,Line-2,PCB,BATCH-2943,M-103,103.2,13,114,Done,31.83,1002,13.0,11,Copper,High,227,519.0,403,239,73.34,0.94,5,3,35.71,39.64,64.39
3513,2026-04-14 14:24:57.973205,2026-04-14,14,16,4,B,Line-2,Microchip,BATCH-4752,M-103,91.92,22,75,Done,57.18,1011,9.0,7,Copper,Medium,212,983.0,537,860,99.11,2.91,0,9,39.45,36.85,67.94
3514,2025-10-16 00:20:57.973205,2025-10-16,0,42,10,A,Line-2,PCB,BATCH-3836,M-103,92.76,6,82,Done,35.06,1033,6.0,11,Copper,High,250,804.0,674,288,93.38,2.09,15,0,24.24,52.64,50.14
3515,2025-11-19 20:53:57.973205,2025-11-19,20,47,11,B,Line-3,PCB,BATCH-4187,M-102,109.05,7,112,Done,45.57,1004,5.0,11,Plastic,Low,239,371.0,331,1004,76.96,2.54,0,6,24.19,56.64,101.5
3516,2025-05-29 02:58:57.973205,2025-05-29,2,22,5,A,Line-2,PCB,BATCH-0952,M-104,106.93,18,64,Done,28.45,1009,4.0,11,Silicon,Low,215,628.0,907,449,68.85,3.41,20,4,33.5,64.04,62.58
3517,2026-01-03 02:51:57.973205,2026-01-03,2,1,1,C,Line-3,Sensor,BATCH-8987,M-102,79.95,20,104,Done,45.33,1037,2.0,11,Silicon,Low,243,842.0,834,954,82.08,3.02,10,3,20.52,76.35,80.55
3518,2025-11-01 06:18:57.973205,2025-11-01,6,44,11,B,Line-1,Sensor,BATCH-2466,M-101,118.48,6,72,Done,23.63,1011,15.0,7,Silicon,Low,200,797.0,736,586,66.0,1.62,8,3,24.8,59.68,110.89
3519,2025-12-23 10:34:57.973205,2025-12-23,10,52,12,C,Line-2,PCB,BATCH-8987,M-101,60.24,17,26,Pending,18.33,1019,3.0,8,Plastic,Low,250,,429,750,65.14,2.19,18,5,35.31,71.54,117.92
3520,2026-02-12 04:45:57.973205,2026-02-12,4,7,2,B,Line-3,Sensor,BATCH-9571,M-101,115.83,16,60,Done,52.71,1001,2.0,10,Plastic,High,248,421.0,718,665,62.4,4.41,8,9,37.78,64.54,62.59
3521,2025-08-27 15:55:57.973205,2025-08-27,15,35,8,C,Line-1,PCB,BATCH-6965,M-102,102.84,15,64,Pending,24.76,1005,5.0,10,Copper,Low,222,822.0,804,572,95.55,2.15,10,5,26.33,67.83,52.48
3522,2025-10-13 10:15:57.973205,2025-10-13,10,42,10,C,Line-1,Sensor,BATCH-0394,M-104,75.52,5,57,Done,57.71,1042,14.0,8,Copper,Medium,249,573.0,506,993,97.64,0.62,18,10,21.92,32.03,117.66
3523,2026-03-17 04:28:57.973205,2026-03-17,4,12,3,B,Line-1,Microchip,BATCH-9514,M-103,108.68,19,65,Pending,32.92,1035,11.0,9,Silicon,Low,206,582.0,1175,537,81.75,1.49,5,4,35.05,74.45,67.31
3524,2026-01-26 15:44:57.973205,2026-01-26,15,5,1,A,Line-2,Sensor,BATCH-3904,M-104,94.68,24,2,Done,25.22,1015,8.0,7,Silicon,High,221,336.0,421,493,69.4,1.84,7,2,24.99,47.98,119.89
3525,2025-09-13 19:38:57.973205,2025-09-13,19,37,9,A,Line-3,Sensor,BATCH-5152,M-103,79.65,21,40,Done,48.51,1003,9.0,10,Plastic,High,245,656.0,508,666,69.67,3.56,0,6,37.51,44.22,95.3
3526,2025-11-23 08:54:57.973205,2025-11-23,8,47,11,A,Line-3,Microchip,BATCH-8941,M-103,99.45,9,56,Done,29.8,1011,2.0,6,Copper,Low,212,406.0,352,296,68.54,3.35,10,7,34.56,30.98,53.1
3527,2025-07-29 22:53:57.973205,2025-07-29,22,31,7,A,Line-3,Sensor,BATCH-4692,M-104,72.86,7,120,Done,15.79,1013,1.0,10,Plastic,High,228,543.0,493,370,77.72,0.52,7,1,37.39,32.77,88.13
3528,2025-09-19 18:55:57.973205,2025-09-19,18,38,9,B,Line-2,PCB,BATCH-6078,M-104,91.58,20,51,Done,36.26,1011,3.0,8,Copper,Medium,238,239.0,476,421,73.55,2.49,1,8,26.7,37.67,59.34
3529,2025-11-08 02:42:57.973205,2025-11-08,2,45,11,A,Line-3,PCB,BATCH-5880,M-101,103.98,16,68,Done,40.06,1017,8.0,12,Plastic,Low,232,246.0,826,862,87.99,2.2,7,5,25.37,54.3,51.47
3530,2026-03-08 06:33:57.973205,2026-03-08,6,10,3,A,Line-3,Sensor,BATCH-0452,M-102,70.42,21,91,Pending,18.04,1039,13.0,8,Silicon,Medium,227,293.0,480,508,80.86,2.28,9,8,27.21,39.24,90.5
3531,2025-07-09 07:49:57.973205,2025-07-09,7,28,7,C,Line-2,Microchip,BATCH-8712,M-104,82.74,11,111,Pending,30.11,1001,11.0,12,Copper,Medium,203,630.0,481,395,73.73,3.72,4,2,20.34,53.24,103.12
3532,2026-03-23 13:15:57.973205,2026-03-23,13,13,3,A,Line-1,Sensor,BATCH-2899,M-104,110.87,14,34,Done,32.97,1045,8.0,10,Silicon,Low,230,913.0,1069,657,71.74,4.7,19,6,37.74,46.56,71.25
3533,2026-01-10 16:30:57.973205,2026-01-10,16,2,1,B,Line-3,PCB,BATCH-3994,M-101,56.88,20,119,Pending,49.42,1043,8.0,9,Silicon,Medium,231,276.0,795,989,80.74,3.95,15,9,20.44,68.13,75.17
3534,2026-01-31 13:28:57.973205,2026-01-31,13,5,1,C,Line-1,Microchip,BATCH-9555,M-103,50.5,22,108,Pending,42.41,1009,10.0,11,Copper,Low,246,397.0,776,893,95.85,2.53,19,10,33.57,42.39,118.47
3535,2025-10-23 12:16:57.973205,2025-10-23,12,43,10,A,Line-2,PCB,BATCH-9299,M-104,52.9,14,90,Done,56.0,1045,8.0,11,Plastic,High,217,563.0,476,834,74.17,3.93,7,8,23.72,54.48,56.22
3536,2026-05-05 10:55:57.973205,2026-05-05,10,19,5,C,Line-3,Sensor,BATCH-3650,M-101,76.96,5,14,Done,36.99,1025,4.0,11,Plastic,Medium,236,622.0,741,680,89.54,0.76,17,1,22.09,52.4,72.02
3537,2025-07-04 22:28:57.973205,2025-07-04,22,27,7,B,Line-2,PCB,BATCH-7067,M-104,118.64,14,96,Done,28.6,1001,3.0,11,Plastic,High,234,881.0,451,763,83.41,3.9,7,10,27.57,31.59,64.73
3538,2026-04-27 23:12:57.973205,2026-04-27,23,18,4,C,Line-1,Sensor,BATCH-5412,M-101,89.1,17,107,Pending,21.23,1030,14.0,7,Plastic,High,220,857.0,825,633,91.89,3.91,17,9,31.45,34.12,105.99
3539,2025-11-25 01:37:57.973205,2025-11-25,1,48,11,C,Line-2,Microchip,BATCH-4889,M-102,,5,23,Pending,59.27,1044,14.0,11,Copper,Medium,223,649.0,604,823,62.33,3.92,15,3,26.66,39.7,79.61
3540,2026-02-14 02:02:57.973205,2026-02-14,2,7,2,C,Line-1,PCB,BATCH-7969,M-103,101.27,15,91,Pending,19.53,1006,2.0,6,Silicon,Medium,232,663.0,532,1039,75.79,3.96,14,9,29.54,76.44,97.77
3541,2026-05-01 14:09:57.973205,2026-05-01,14,18,5,A,Line-2,Sensor,BATCH-9155,M-101,115.82,6,49,Done,44.99,1034,3.0,10,Copper,Medium,211,679.0,359,648,73.06,4.77,3,1,23.48,34.53,91.57
3542,2026-05-14 22:51:57.973205,2026-05-14,22,20,5,A,Line-3,PCB,BATCH-3278,M-102,111.6,13,4,Pending,25.28,1039,3.0,12,Silicon,Medium,250,828.0,908,656,95.72,4.11,5,0,37.66,61.97,59.74
3543,2025-12-19 17:55:57.973205,2025-12-19,17,51,12,A,Line-2,PCB,BATCH-7060,M-102,119.34,16,115,Pending,30.94,1039,5.0,10,Silicon,Medium,217,246.0,553,744,74.09,4.39,10,7,35.73,67.35,102.16
3544,2026-01-17 17:40:57.973205,2026-01-17,17,3,1,A,Line-3,Microchip,BATCH-1560,M-102,91.7,7,76,Done,48.08,1012,6.0,8,Copper,High,240,963.0,765,446,98.59,4.16,20,2,21.13,31.67,60.6
3545,2025-11-28 20:51:57.973205,2025-11-28,20,48,11,C,Line-1,Microchip,BATCH-6298,M-102,78.02,17,114,Pending,39.84,1049,13.0,11,Copper,High,222,210.0,647,740,83.53,3.32,10,2,39.41,52.92,71.78
3546,2025-11-20 21:47:57.973205,2025-11-20,21,47,11,B,Line-2,Sensor,BATCH-4604,M-104,80.48,12,69,Pending,41.84,1029,14.0,12,Silicon,Medium,211,748.0,1189,302,61.68,1.71,15,4,22.46,46.8,105.72
3547,2025-09-06 13:07:57.973205,2025-09-06,13,36,9,C,Line-2,Microchip,BATCH-9044,M-103,83.34,14,101,Done,28.81,1035,3.0,9,Plastic,Low,210,756.0,1031,231,64.21,2.39,14,2,38.03,76.05,86.36
3548,2025-07-04 15:44:57.973205,2025-07-04,15,27,7,A,Line-2,PCB,BATCH-2444,M-104,79.81,13,39,Pending,55.35,1045,10.0,9,Plastic,Low,238,775.0,771,886,98.38,4.31,3,10,31.56,49.24,100.12
3549,2026-04-23 01:52:57.973205,2026-04-23,1,17,4,C,Line-2,PCB,BATCH-6622,M-101,104.42,10,14,Done,56.59,1007,9.0,9,Plastic,Low,227,135.0,336,875,71.48,4.39,17,7,21.51,51.8,92.83
3550,2026-03-16 05:05:57.973205,2026-03-16,5,12,3,C,Line-3,Sensor,BATCH-6194,M-103,116.91,7,82,Done,15.13,1039,4.0,7,Copper,Medium,224,113.0,649,377,97.66,4.6,9,5,30.32,72.41,59.3
3551,2025-12-30 02:13:57.973205,2025-12-30,2,1,12,B,Line-1,Microchip,BATCH-5078,M-104,,19,25,Done,58.55,1027,11.0,8,Plastic,High,223,665.0,441,419,69.18,2.53,14,10,37.25,39.43,77.64
3552,2026-01-06 05:50:57.973205,2026-01-06,5,2,1,A,Line-1,PCB,BATCH-0949,M-101,,16,89,Pending,52.41,1038,10.0,6,Plastic,High,230,242.0,654,621,70.43,4.27,13,4,31.06,50.51,79.09
3553,2025-10-28 00:45:57.973205,2025-10-28,0,44,10,A,Line-2,Microchip,BATCH-9146,M-103,59.96,16,9,Pending,44.91,1006,13.0,7,Plastic,Low,204,587.0,1170,339,74.88,1.73,17,3,28.35,37.33,62.85
3554,2025-12-13 23:07:57.973205,2025-12-13,23,50,12,A,Line-3,Microchip,BATCH-2375,M-101,71.14,5,9,Pending,49.9,1026,11.0,9,Copper,Low,214,768.0,896,401,70.09,4.25,0,1,29.44,33.05,89.15
3555,2025-06-26 05:23:57.973205,2025-06-26,5,26,6,B,Line-3,Sensor,BATCH-2711,M-101,56.68,13,47,,24.61,1047,12.0,11,Silicon,Medium,201,747.0,613,605,92.61,4.64,5,7,28.31,75.63,90.74
3556,2025-06-19 04:46:57.973205,2025-06-19,4,25,6,A,Line-1,Sensor,BATCH-5163,M-104,71.39,13,52,Pending,57.02,1028,14.0,11,Plastic,Low,231,203.0,346,631,67.02,4.52,2,9,34.06,30.28,50.09
3557,2025-08-10 11:39:57.973205,2025-08-10,11,32,8,A,Line-1,PCB,BATCH-7230,M-104,,8,14,Pending,23.22,1030,5.0,6,Plastic,Medium,205,299.0,442,434,90.51,2.86,5,0,39.32,42.31,89.56
3558,2026-04-04 03:25:57.973205,2026-04-04,3,14,4,C,Line-1,Sensor,BATCH-7212,M-101,66.85,9,17,Done,47.67,1007,6.0,11,Copper,Medium,228,175.0,756,742,87.93,1.68,16,1,25.71,36.64,60.66
3559,2025-08-17 00:12:57.973205,2025-08-17,0,33,8,B,Line-1,Sensor,BATCH-0252,M-104,69.15,20,103,Pending,36.05,1038,,12,Silicon,High,227,279.0,1135,332,70.27,1.02,5,5,35.6,65.4,97.07
3560,2025-06-06 05:45:57.973205,2025-06-06,5,23,6,C,Line-1,Sensor,BATCH-6210,M-102,117.15,14,73,Done,43.53,1001,1.0,8,Plastic,Medium,228,255.0,315,292,88.44,4.82,18,3,22.81,41.04,112.47
3561,2026-04-03 03:29:57.973205,2026-04-03,3,14,4,A,Line-1,PCB,BATCH-3351,M-104,56.78,11,25,Pending,33.74,1013,15.0,10,Plastic,Medium,250,160.0,879,851,73.57,1.5,16,6,32.43,32.33,93.13
3562,2025-06-10 05:31:57.973205,2025-06-10,5,24,6,B,Line-1,Microchip,BATCH-4846,M-102,114.15,11,67,Pending,27.57,1050,15.0,11,Copper,Low,201,213.0,1107,446,96.11,1.36,16,9,30.22,58.1,71.4
3563,2025-07-25 06:36:57.973205,2025-07-25,6,30,7,A,Line-1,PCB,BATCH-8913,M-104,51.75,17,92,Pending,25.9,1006,12.0,7,Copper,Medium,211,297.0,773,1095,93.9,0.68,17,9,28.55,40.92,117.67
3564,2026-05-01 02:46:57.973205,2026-05-01,2,18,5,B,Line-3,Sensor,BATCH-9373,M-102,117.16,10,98,Pending,36.28,1009,5.0,12,Silicon,High,241,902.0,931,596,95.64,3.39,10,3,37.96,40.25,113.21
3565,2026-04-17 01:58:57.973205,2026-04-17,1,16,4,B,Line-3,PCB,BATCH-6614,M-103,111.59,15,110,Done,46.62,1003,8.0,6,Plastic,Medium,244,817.0,419,268,62.84,2.44,15,1,36.9,45.15,106.16
3566,2025-08-13 11:35:57.973205,2025-08-13,11,33,8,B,Line-3,Microchip,BATCH-7756,M-101,76.92,12,120,Done,45.22,1024,15.0,6,Plastic,High,241,319.0,1026,836,77.98,4.93,11,8,38.34,42.72,60.48
3567,2025-11-08 01:16:57.973205,2025-11-08,1,45,11,C,Line-2,Sensor,BATCH-9790,M-103,70.47,14,10,Done,52.78,1008,13.0,6,Copper,Medium,243,963.0,975,909,74.19,2.14,19,3,33.64,74.51,90.03
3568,2026-01-17 12:42:57.973205,2026-01-17,12,3,1,A,Line-3,Microchip,BATCH-2928,M-104,88.56,24,41,Pending,55.58,1012,15.0,7,Plastic,Low,220,277.0,646,260,96.21,3.39,11,2,33.62,66.24,116.05
3569,2025-09-13 16:52:57.973205,2025-09-13,16,37,9,B,Line-1,PCB,BATCH-0782,M-101,56.79,17,49,Done,44.15,1029,,8,Copper,Low,211,448.0,1102,903,98.66,4.93,15,4,39.19,55.69,95.99
3570,2026-04-05 13:35:57.973205,2026-04-05,13,14,4,A,Line-3,PCB,BATCH-5387,M-102,109.37,10,36,Done,20.13,1020,3.0,8,Copper,High,234,375.0,605,568,97.68,0.85,12,6,35.78,71.0,107.18
3571,2025-12-26 02:11:57.973205,2025-12-26,2,52,12,B,Line-1,Sensor,BATCH-3110,M-104,72.15,6,21,Done,31.39,1049,3.0,10,Copper,High,222,966.0,435,778,72.82,3.67,9,9,34.81,33.06,57.48
3572,2026-05-02 07:40:57.973205,2026-05-02,7,18,5,C,Line-3,PCB,BATCH-8939,M-102,64.82,18,17,Pending,27.28,1025,7.0,11,Silicon,High,201,435.0,405,608,87.1,1.53,0,10,31.64,55.45,51.73
3573,2026-03-12 18:22:57.973205,2026-03-12,18,11,3,C,Line-1,Sensor,BATCH-9092,M-102,200.0,13,26,Pending,43.42,1015,9.0,11,Silicon,High,246,957.0,772,794,75.03,2.34,17,6,36.84,40.2,68.11
3574,2026-01-05 07:19:57.973205,2026-01-05,7,2,1,A,Line-3,Sensor,BATCH-4319,M-102,93.22,22,103,Pending,45.57,1001,10.0,10,Plastic,Low,232,448.0,400,435,96.42,1.56,5,0,33.56,31.14,73.72
3575,2025-12-19 21:37:57.973205,2025-12-19,21,51,12,A,Line-3,Microchip,BATCH-3524,M-101,90.22,19,41,Done,23.35,1031,5.0,7,Silicon,Low,228,514.0,1045,862,82.9,2.32,3,7,24.23,57.57,106.97
3576,2025-11-25 12:24:57.973205,2025-11-25,12,48,11,B,Line-2,Sensor,BATCH-2425,M-102,103.45,9,75,Done,56.92,1006,12.0,9,Silicon,Medium,217,863.0,997,234,93.78,3.45,15,2,38.53,53.83,111.55
3577,2026-01-26 08:31:57.973205,2026-01-26,8,5,1,B,Line-2,Sensor,BATCH-6704,M-102,96.26,9,6,Done,25.46,1044,9.0,7,Copper,Medium,227,688.0,452,254,96.35,3.31,13,1,35.51,34.48,59.31
3578,2025-09-29 20:23:57.973205,2025-09-29,20,40,9,B,Line-2,Microchip,BATCH-7934,M-102,82.58,16,18,Pending,59.1,1047,7.0,12,Copper,Low,238,486.0,559,553,82.21,3.07,5,1,39.63,53.68,99.61
3579,2025-11-08 05:25:57.973205,2025-11-08,5,45,11,A,Line-3,Microchip,BATCH-8910,M-104,71.65,23,9,Done,51.99,1019,13.0,8,Silicon,Medium,250,,714,969,90.04,1.2,18,1,31.7,78.0,50.35
3580,2026-01-08 14:21:57.973205,2026-01-08,14,2,1,A,Line-1,Microchip,BATCH-8854,M-103,82.03,10,44,Done,37.45,1031,11.0,7,Plastic,High,231,382.0,1170,583,71.49,1.22,2,8,22.92,36.43,68.17
3581,2026-04-29 12:47:57.973205,2026-04-29,12,18,4,C,Line-2,Sensor,BATCH-2163,M-104,83.47,12,22,Pending,50.49,1043,,9,Plastic,Medium,248,733.0,789,676,89.4,2.06,9,3,39.2,46.96,55.58
3582,2025-10-31 11:34:57.973205,2025-10-31,11,44,10,A,Line-2,Sensor,BATCH-8322,M-102,56.46,20,66,Pending,21.42,1002,1.0,7,Plastic,High,240,717.0,932,1042,90.37,0.97,14,0,36.18,62.94,52.25
3583,2025-07-03 11:22:57.973205,2025-07-03,11,27,7,A,Line-3,Sensor,BATCH-3722,M-104,67.89,16,50,Done,47.43,1022,6.0,10,Copper,Medium,216,,661,1041,61.92,3.0,1,1,27.21,31.18,104.75
3584,2026-01-02 21:10:57.973205,2026-01-02,21,1,1,B,Line-1,PCB,BATCH-1671,M-103,101.22,24,104,Done,36.24,1042,14.0,10,Silicon,Low,220,302.0,764,988,88.55,0.89,1,10,28.11,50.36,117.48
3585,2026-02-25 21:02:57.973205,2026-02-25,21,9,2,A,Line-2,PCB,BATCH-5173,M-104,108.02,10,37,Done,57.99,1050,7.0,8,Plastic,High,218,964.0,899,489,87.58,3.77,7,1,30.58,56.14,107.68
3586,2025-06-18 23:00:57.973205,2025-06-18,23,25,6,B,Line-1,PCB,BATCH-6355,M-103,111.03,17,40,Done,37.34,1010,8.0,6,Copper,High,234,275.0,1086,617,78.06,3.91,15,3,24.74,67.72,80.75
3587,2026-04-05 06:10:57.973205,2026-04-05,6,14,4,C,Line-3,PCB,BATCH-2174,M-103,101.49,14,88,Pending,20.81,1050,9.0,10,Copper,Medium,247,257.0,1097,834,86.28,3.21,9,2,28.8,38.97,66.88
3588,2025-08-01 18:34:57.973205,2025-08-01,18,31,8,A,Line-2,Microchip,BATCH-2239,M-102,87.73,18,28,Pending,24.97,1022,3.0,9,Copper,Low,215,577.0,305,424,92.19,1.16,18,2,29.35,67.89,80.85
3589,2025-10-19 09:48:57.973205,2025-10-19,9,42,10,C,Line-3,PCB,BATCH-7717,M-104,85.73,14,6,Pending,48.31,1015,10.0,7,Silicon,Medium,202,259.0,545,838,80.28,1.4,18,5,39.24,57.05,57.45
3590,2025-10-24 22:38:57.973205,2025-10-24,22,43,10,C,Line-2,Sensor,BATCH-2323,M-101,200.0,21,100,Pending,19.61,1021,9.0,9,Plastic,Low,203,675.0,764,623,83.75,2.8,9,4,24.47,55.68,112.69
3591,2025-10-12 10:22:57.973205,2025-10-12,10,41,10,C,Line-1,PCB,BATCH-2019,M-103,88.97,7,17,Pending,31.84,1013,2.0,11,Plastic,Medium,235,962.0,851,937,95.61,0.92,16,2,32.64,59.82,69.12
3592,2025-10-23 11:28:57.973205,2025-10-23,11,43,10,B,Line-2,Microchip,BATCH-3465,M-103,103.36,8,107,Done,48.33,1002,13.0,8,Silicon,Low,204,607.0,750,1092,81.32,0.61,8,4,21.37,72.89,86.89
3593,2026-01-10 23:01:57.973205,2026-01-10,23,2,1,C,Line-3,Microchip,BATCH-5085,M-102,62.96,6,114,Done,51.17,1040,12.0,10,Silicon,Low,241,924.0,747,602,71.42,0.81,11,3,38.97,58.97,103.88
3594,2026-05-01 18:12:57.973205,2026-05-01,18,18,5,B,Line-1,Microchip,BATCH-4219,M-102,97.19,15,90,Done,22.79,1007,9.0,8,Silicon,Medium,215,511.0,616,947,71.67,3.41,0,1,29.86,71.09,96.43
3595,2025-12-05 21:08:57.973205,2025-12-05,21,49,12,A,Line-3,Microchip,BATCH-5455,M-103,88.38,7,55,Pending,39.11,1041,1.0,12,Copper,High,230,974.0,515,379,87.78,4.34,20,0,24.24,60.67,91.23
3596,2026-02-04 19:47:57.973205,2026-02-04,19,6,2,B,Line-1,Microchip,BATCH-1011,M-104,55.89,18,96,Pending,57.47,1003,6.0,10,Silicon,Low,239,220.0,585,644,77.34,4.71,9,8,23.1,53.75,113.82
3597,2025-08-11 18:56:57.973205,2025-08-11,18,33,8,C,Line-3,Microchip,BATCH-4237,M-103,68.7,15,53,Pending,57.87,1030,11.0,12,Plastic,Low,233,118.0,600,887,83.53,4.37,8,5,23.06,34.41,96.36
3598,2026-04-06 10:49:57.973205,2026-04-06,10,15,4,C,Line-2,Microchip,BATCH-6086,M-103,50.14,18,115,Pending,17.45,1020,1.0,10,Silicon,Medium,209,615.0,1139,460,69.04,4.13,15,9,31.65,37.42,86.71
3599,2025-10-10 18:03:57.973205,2025-10-10,18,41,10,C,Line-1,Microchip,BATCH-6460,M-103,108.82,20,14,Pending,19.85,1047,1.0,11,Silicon,High,248,955.0,302,396,71.17,1.72,17,8,21.68,58.44,118.79
3600,2025-09-14 19:00:57.973205,2025-09-14,19,37,9,A,Line-1,Microchip,BATCH-2289,M-101,115.95,7,57,Done,31.77,1044,12.0,6,Plastic,High,238,633.0,321,978,73.22,1.2,17,0,27.38,30.27,77.89
3601,2026-04-21 17:29:57.973205,2026-04-21,17,17,4,A,Line-2,Sensor,BATCH-9235,M-103,86.87,12,56,Done,24.61,1018,9.0,9,Silicon,Medium,246,922.0,499,819,93.22,4.98,2,4,31.62,71.6,69.62
3602,2025-11-24 15:00:57.973205,2025-11-24,15,48,11,A,Line-3,PCB,BATCH-4076,M-104,56.47,17,74,Done,26.96,1034,10.0,11,Copper,High,205,912.0,1112,917,63.14,4.23,11,7,31.85,34.22,119.13
3603,2026-01-02 08:04:57.973205,2026-01-02,8,1,1,A,Line-1,Microchip,BATCH-0298,M-101,59.64,13,71,Done,17.39,1018,15.0,9,Silicon,Low,208,465.0,565,539,62.11,1.86,8,1,29.42,70.95,117.88
3604,2026-03-26 18:26:57.973205,2026-03-26,18,13,3,A,Line-2,PCB,BATCH-2918,M-101,59.16,11,26,Done,18.58,1034,3.0,6,Copper,Medium,246,395.0,837,831,92.83,2.38,15,5,25.86,42.26,68.69
3605,2025-06-13 08:48:57.973205,2025-06-13,8,24,6,B,Line-2,Sensor,BATCH-9110,M-101,75.01,6,29,Pending,43.27,1020,14.0,7,Silicon,Medium,230,541.0,531,422,85.05,2.58,13,8,23.76,59.67,118.68
3606,2026-02-07 07:21:57.973205,2026-02-07,7,6,2,C,Line-1,Sensor,BATCH-5863,M-102,112.15,21,113,Pending,21.62,1040,,9,Copper,High,210,798.0,851,502,84.85,2.44,11,7,29.95,56.35,96.69
3607,2026-04-15 15:19:57.973205,2026-04-15,15,16,4,C,Line-1,Sensor,BATCH-9730,M-101,54.76,23,10,Pending,49.17,1001,7.0,11,Plastic,Medium,202,120.0,573,836,69.73,4.11,17,2,27.48,54.77,108.31
3608,2026-01-21 15:15:57.973205,2026-01-21,15,4,1,A,Line-1,PCB,BATCH-0435,M-104,50.77,11,0,Pending,42.08,1047,15.0,6,Silicon,Low,240,803.0,696,967,69.62,2.07,10,0,30.11,66.43,66.13
3609,2025-06-07 12:48:57.973205,2025-06-07,12,23,6,A,Line-2,Sensor,BATCH-5741,M-104,65.55,8,97,Done,36.7,1040,3.0,9,Plastic,Medium,247,768.0,629,798,77.1,3.04,0,9,34.68,46.07,75.67
3610,2026-03-28 16:49:57.973205,2026-03-28,16,13,3,B,Line-3,Sensor,BATCH-5409,M-101,104.14,13,64,Pending,51.67,1008,14.0,10,Copper,High,238,,612,414,81.59,2.7,6,0,26.24,34.55,56.57
3611,2025-12-24 00:09:57.973205,2025-12-24,0,52,12,A,Line-2,PCB,BATCH-8853,M-101,71.31,21,77,Pending,52.89,1050,13.0,7,Copper,Low,227,141.0,360,963,67.78,4.5,18,8,21.31,57.38,73.63
3612,2025-08-10 14:39:57.973205,2025-08-10,14,32,8,C,Line-2,PCB,BATCH-6962,M-102,92.91,22,82,Done,45.69,1019,13.0,9,Plastic,Medium,250,556.0,843,950,68.62,4.33,6,3,34.5,31.84,94.91
3613,2025-07-17 10:58:57.973205,2025-07-17,10,29,7,B,Line-3,Sensor,BATCH-8680,M-101,71.37,14,38,Done,31.11,1048,9.0,12,Copper,High,223,233.0,480,360,91.28,1.51,17,8,32.77,42.36,91.2
3614,2025-07-19 12:06:57.973205,2025-07-19,12,29,7,A,Line-3,Microchip,BATCH-9997,M-101,94.2,6,67,Pending,43.01,1001,9.0,11,Plastic,Medium,206,895.0,619,777,69.78,3.63,2,8,30.22,47.29,81.82
3615,2025-11-04 09:33:57.973205,2025-11-04,9,45,11,C,Line-1,Sensor,BATCH-3869,M-104,57.54,23,22,Done,15.59,1022,14.0,11,Copper,High,212,940.0,598,664,68.38,0.6,9,3,27.12,58.32,101.39
3616,2025-09-25 06:22:57.973205,2025-09-25,6,39,9,B,Line-1,PCB,BATCH-2896,M-102,86.55,20,67,Pending,39.57,1020,6.0,11,Silicon,Low,235,870.0,900,657,66.15,4.96,14,7,39.27,47.78,98.17
3617,2026-02-10 16:54:57.973205,2026-02-10,16,7,2,A,Line-1,PCB,BATCH-3639,M-101,99.58,20,56,Pending,58.59,1044,5.0,8,Copper,Medium,208,289.0,896,528,99.85,1.76,1,2,29.28,38.51,63.24
3618,2025-08-29 10:07:57.973205,2025-08-29,10,35,8,B,Line-2,Microchip,BATCH-4373,M-104,75.75,24,22,Pending,16.69,1004,15.0,8,Copper,Medium,229,813.0,583,552,74.68,2.93,5,9,36.11,53.32,88.99
3619,2026-02-15 10:26:57.973205,2026-02-15,10,7,2,B,Line-1,Microchip,BATCH-6579,M-101,114.82,19,37,Done,38.79,1033,8.0,9,Plastic,High,213,214.0,1117,269,80.15,3.3,2,6,29.65,37.59,79.93
3620,2026-01-16 12:02:57.973205,2026-01-16,12,3,1,C,Line-2,Microchip,BATCH-6830,M-104,81.97,5,72,Pending,33.5,1041,7.0,7,Silicon,High,200,548.0,618,915,91.84,4.08,14,7,21.71,68.47,110.93
3621,2025-06-29 19:07:57.973205,2025-06-29,19,26,6,C,Line-1,Sensor,BATCH-0863,M-101,118.53,22,17,Pending,19.32,1010,9.0,12,Silicon,Low,221,364.0,985,315,73.28,3.76,17,4,31.1,33.23,65.08
3622,2025-08-17 08:17:57.973205,2025-08-17,8,33,8,C,Line-2,PCB,BATCH-2359,M-102,106.67,6,87,Pending,45.77,1025,8.0,7,Silicon,Low,200,656.0,838,842,92.7,3.81,8,3,27.99,43.67,51.39
3623,2025-12-12 07:44:57.973205,2025-12-12,7,50,12,A,Line-1,Microchip,BATCH-9584,M-101,112.73,5,64,,53.02,1042,12.0,8,Silicon,High,226,103.0,405,1043,82.17,0.53,18,4,31.22,75.19,71.97
