Production_ID,Production_DateTime,Production_Date,Production_Hour,Production_Week,Production_Month,Shift_Type,Production_Line,Product_Type,Batch_Number,Machine_ID,Machine_Temperature,Machine_Run_Time,Downtime_Minutes,Maintenance_Status,Power_Consumption,Operator_ID,Operator_Experience,Shift_Hours,Material_Type,Material_Quality,Supplier_ID,Inventory_Level,Production_Target,Actual_Output,Production_Efficiency,Cycle_Time,Defect_Count,Rejection_Count,Factory_Temperature,Humidity_Level,Noise_Level,Delay_Status,Defect_Status,Failure_Risk,Predicted_Output
3699,2025-07-04 03:55:57.973205,2025-07-04,3,27,7,A,Line-1,PCB,BATCH-5907,M-102,55.52,13,71,Done,29.31,1030,7.0,10,Plastic,Medium,216,661.0,1179,548,99.08,0.6,19,8,31.45,31.17,64.34,0,0,0,541
3700,2026-01-09 08:08:57.973205,2026-01-09,8,2,1,B,Line-1,Microchip,BATCH-4841,M-101,89.67,14,53,,58.73,1047,7.0,7,Plastic,High,237,476.0,835,1080,97.39,4.34,17,10,39.57,70.18,70.0,0,0,0,1090
3701,2025-12-08 18:43:57.973205,2025-12-08,18,50,12,C,Line-1,Microchip,BATCH-3631,M-102,62.34,8,62,Pending,49.28,1007,13.0,7,Plastic,High,239,121.0,800,964,93.28,1.7,5,9,20.21,48.65,63.24,0,0,0,958
3702,2025-07-23 00:49:57.973205,2025-07-23,0,30,7,A,Line-1,PCB,BATCH-2055,M-104,99.68,6,19,Pending,33.14,1036,14.0,9,Copper,High,219,318.0,507,227,73.86,3.02,19,2,26.87,78.53,73.19,0,0,0,241
3703,2026-01-16 22:07:57.973205,2026-01-16,22,3,1,A,Line-3,Sensor,BATCH-7440,M-101,98.06,9,44,Pending,26.41,1038,1.0,7,Plastic,High,229,347.0,1130,867,79.13,2.98,6,8,33.44,76.03,97.88,0,0,0,848
3704,2026-05-02 19:30:57.973205,2026-05-02,19,18,5,B,Line-1,Sensor,BATCH-0903,M-104,80.97,22,92,Done,48.43,1009,15.0,8,Silicon,High,234,324.0,474,823,77.51,4.02,9,8,21.52,30.83,81.89,0,0,0,829
3705,2026-02-15 23:31:57.973205,2026-02-15,23,7,2,C,Line-3,Microchip,BATCH-0142,M-104,114.79,23,13,Pending,47.85,1001,1.0,11,Plastic,High,235,837.0,354,474,94.96,0.8,7,5,36.32,58.72,109.32,0,0,0,461
3706,2025-12-03 11:45:57.973205,2025-12-03,11,49,12,A,Line-1,PCB,BATCH-8236,M-102,107.85,9,22,,28.2,1050,1.0,10,Copper,High,234,746.0,970,972,99.28,2.11,19,5,37.72,36.32,99.84,0,0,0,960
3707,2025-11-19 15:08:57.973205,2025-11-19,15,47,11,B,Line-2,Sensor,BATCH-5173,M-103,70.44,12,91,Done,33.29,1027,10.0,7,Copper,Medium,248,678.0,587,806,93.07,3.17,12,8,26.18,74.87,95.49,0,0,0,789
3708,2025-08-27 07:30:57.973205,2025-08-27,7,35,8,A,Line-1,Microchip,BATCH-7522,M-101,68.67,23,21,Done,40.16,1008,9.0,11,Copper,Low,201,418.0,569,590,79.01,1.93,7,5,35.48,51.53,75.0,0,0,0,601
3709,2025-09-17 18:52:57.973205,2025-09-17,18,38,9,B,Line-2,Microchip,BATCH-0490,M-102,100.26,19,89,,18.34,1024,,6,Copper,Low,222,877.0,844,822,70.48,1.8,8,2,21.5,37.74,81.17,1,1,0,837
3710,2025-09-30 08:41:57.973205,2025-09-30,8,40,9,C,Line-3,PCB,BATCH-9948,M-103,110.09,14,84,Pending,51.57,1048,6.0,10,Copper,Low,206,375.0,764,937,98.29,0.74,4,9,31.94,65.58,105.37,0,1,1,921
3711,2025-05-16 19:10:57.973205,2025-05-16,19,20,5,C,Line-1,Sensor,BATCH-0214,M-101,110.56,16,93,Done,45.95,1010,2.0,7,Silicon,High,237,942.0,450,888,72.96,2.74,1,4,35.36,43.39,79.47,1,0,0,878
3712,2026-01-01 17:31:57.973205,2026-01-01,17,1,1,A,Line-1,PCB,BATCH-1068,M-103,106.97,22,73,Done,31.8,1030,1.0,11,Copper,Medium,248,487.0,1196,310,65.37,3.24,19,7,33.03,36.03,117.8,1,0,0,326
3713,2025-07-22 10:49:57.973205,2025-07-22,10,30,7,B,Line-2,PCB,BATCH-4771,M-103,104.35,20,34,Pending,57.25,1017,14.0,12,Copper,Low,207,294.0,936,827,88.69,1.63,7,6,22.81,36.62,105.7,0,1,0,807
3714,2025-06-18 04:54:57.973205,2025-06-18,4,25,6,B,Line-1,Microchip,BATCH-0537,M-101,106.79,14,28,Done,21.51,1006,3.0,10,Silicon,High,235,742.0,976,444,92.72,4.9,11,2,24.97,67.38,53.15,0,0,0,463
3715,2026-02-10 05:48:57.973205,2026-02-10,5,7,2,C,Line-2,PCB,BATCH-3361,M-101,113.26,21,65,Pending,17.1,1018,15.0,7,Plastic,High,205,467.0,489,245,99.28,1.18,2,6,30.04,74.32,67.57,0,0,0,228
3716,2026-05-03 12:15:57.973205,2026-05-03,12,18,5,C,Line-2,Microchip,BATCH-2242,M-102,76.19,13,13,Done,28.26,1050,3.0,10,Copper,High,222,347.0,590,776,62.01,2.53,14,4,39.58,41.91,117.48,0,0,0,783
3717,2025-10-29 19:17:57.973205,2025-10-29,19,44,10,A,Line-3,Microchip,BATCH-4477,M-101,93.86,5,85,Done,25.67,1031,9.0,6,Plastic,Low,212,195.0,991,480,71.19,4.19,3,7,25.93,72.77,79.63,1,0,0,480
3718,2026-04-15 08:11:57.973205,2026-04-15,8,16,4,C,Line-1,Microchip,BATCH-9469,M-103,54.71,15,85,Done,46.81,1010,10.0,10,Copper,High,239,968.0,1035,1039,88.77,4.48,0,10,23.13,75.7,102.69,0,0,0,1026
3719,2025-12-03 08:25:57.973205,2025-12-03,8,49,12,A,Line-1,Sensor,BATCH-8891,M-103,51.08,17,58,Pending,28.1,1049,4.0,9,Plastic,Low,213,192.0,1028,735,66.01,3.15,18,5,26.38,66.63,84.4,1,0,0,715
3720,2025-09-23 22:21:57.973205,2025-09-23,22,39,9,C,Line-2,Sensor,BATCH-8407,M-104,108.42,9,17,Done,30.63,1007,12.0,8,Copper,Low,229,467.0,553,650,63.89,1.53,15,10,28.83,76.81,83.0,0,1,0,655
3721,2025-11-29 11:57:57.973205,2025-11-29,11,48,11,C,Line-1,Sensor,BATCH-3949,M-103,88.38,16,20,Pending,32.47,1015,14.0,11,Copper,Low,203,906.0,925,690,65.66,2.88,7,1,21.57,40.81,52.94,0,0,0,702
3722,2026-04-26 20:08:57.973205,2026-04-26,20,17,4,A,Line-3,Sensor,BATCH-6382,M-103,50.26,9,32,Pending,38.28,1001,14.0,9,Copper,Low,212,224.0,957,413,75.66,4.7,20,1,27.19,41.88,50.61,0,0,0,429
3723,2026-04-22 14:06:57.973205,2026-04-22,14,17,4,A,Line-2,PCB,BATCH-8595,M-102,52.26,14,63,Pending,31.06,1019,15.0,8,Plastic,Low,235,156.0,984,314,96.5,3.92,13,3,24.81,73.68,98.78,0,0,0,321
3724,2026-02-07 07:29:57.973205,2026-02-07,7,6,2,C,Line-3,PCB,BATCH-9660,M-101,98.76,18,25,Done,49.29,1015,1.0,6,Copper,Low,220,120.0,716,399,66.34,0.59,10,9,21.89,76.97,71.06,0,1,0,414
3725,2025-06-27 07:06:57.973205,2025-06-27,7,26,6,A,Line-2,Microchip,BATCH-2307,M-101,60.45,19,14,Pending,51.42,1045,12.0,9,Copper,Low,247,439.0,534,398,81.86,2.57,6,9,25.68,35.78,105.94,0,0,0,407
3726,2025-10-25 08:23:57.973205,2025-10-25,8,43,10,C,Line-1,Sensor,BATCH-6206,M-102,59.61,16,7,Done,44.96,1005,6.0,6,Copper,High,242,447.0,698,439,95.97,1.73,11,10,25.23,44.41,56.46,0,0,0,440
3727,2025-10-17 17:39:57.973205,2025-10-17,17,42,10,C,Line-3,PCB,BATCH-3995,M-101,64.95,12,62,Pending,16.48,1016,15.0,8,Copper,Low,247,127.0,547,357,68.7,1.95,17,9,34.21,78.48,107.28,1,0,0,367
3728,2025-08-16 13:38:57.973205,2025-08-16,13,33,8,C,Line-3,Microchip,BATCH-5547,M-103,67.02,20,42,Pending,36.52,1009,5.0,11,Plastic,High,242,805.0,1032,560,75.75,4.75,6,5,33.51,68.79,87.86,0,0,0,574
3729,2025-05-22 20:41:57.973205,2025-05-22,20,21,5,C,Line-3,Microchip,BATCH-4550,M-104,57.6,15,106,Done,47.66,1033,14.0,9,Silicon,High,224,190.0,318,684,74.83,4.06,0,4,29.53,32.88,68.88,1,0,0,691
3730,2025-08-14 10:04:57.973205,2025-08-14,10,33,8,C,Line-1,Sensor,BATCH-3618,M-102,52.91,14,33,Pending,30.54,1015,13.0,7,Plastic,Medium,226,955.0,972,330,85.06,4.58,0,10,34.92,52.36,94.78,0,0,0,347
3731,2025-11-30 02:14:57.973205,2025-11-30,2,48,11,C,Line-3,PCB,BATCH-2045,M-101,91.81,16,4,Pending,41.51,1043,14.0,12,Silicon,High,230,147.0,644,305,70.21,3.21,15,5,21.78,73.83,77.25,0,0,0,293
3732,2025-06-02 08:36:57.973205,2025-06-02,8,23,6,A,Line-2,PCB,BATCH-7119,M-102,74.21,19,74,Done,20.21,1014,14.0,9,Plastic,Medium,213,466.0,1114,567,88.06,1.2,20,0,26.21,71.43,86.62,0,0,0,564
3733,2026-01-10 08:24:57.973205,2026-01-10,8,2,1,C,Line-1,Sensor,BATCH-9718,M-101,58.14,21,84,Pending,21.2,1028,1.0,11,Copper,High,200,281.0,847,461,81.44,2.03,8,3,26.48,38.71,91.53,0,0,1,467
3734,2025-07-14 05:56:57.973205,2025-07-14,5,29,7,C,Line-1,Microchip,BATCH-6966,M-102,78.48,24,71,,34.68,1024,4.0,10,Copper,Medium,209,794.0,739,993,78.22,3.02,0,10,36.95,53.34,93.05,0,0,0,986
3735,2025-10-24 14:10:57.973205,2025-10-24,14,43,10,C,Line-3,Sensor,BATCH-0102,M-101,52.86,16,29,Pending,48.61,1001,15.0,10,Copper,Medium,249,344.0,888,251,86.81,2.7,19,0,38.31,49.61,56.58,0,0,0,267
3736,2025-11-18 19:13:57.973205,2025-11-18,19,47,11,B,Line-3,Microchip,BATCH-6100,M-103,83.39,14,97,Done,37.0,1009,11.0,10,Silicon,Medium,248,403.0,328,770,86.54,1.42,2,9,26.45,58.51,105.66,0,0,0,788
3737,2025-07-27 06:42:57.973205,2025-07-27,6,30,7,A,Line-3,PCB,BATCH-6484,M-102,69.04,7,77,Pending,26.59,1049,12.0,10,Plastic,Medium,235,450.0,1065,414,76.48,4.18,4,10,31.74,69.86,59.13,0,0,1,411
3738,2025-07-19 07:56:57.973205,2025-07-19,7,29,7,B,Line-3,PCB,BATCH-3306,M-104,107.81,19,16,Done,34.48,1039,5.0,9,Plastic,Low,248,415.0,1151,362,95.61,3.53,13,0,23.11,63.61,92.08,0,1,0,346
3739,2026-03-01 23:19:57.973205,2026-03-01,23,9,3,B,Line-1,PCB,BATCH-8758,M-104,89.82,20,24,Pending,55.33,1044,14.0,12,Plastic,Medium,203,410.0,459,312,80.62,2.34,9,6,30.71,59.81,77.9,0,0,0,322
3740,2026-04-19 21:49:57.973205,2026-04-19,21,16,4,B,Line-1,Microchip,BATCH-0270,M-103,84.17,14,15,Pending,34.54,1015,1.0,9,Copper,Low,222,995.0,758,281,78.93,2.32,8,1,32.14,61.82,67.4,0,0,0,262
3741,2025-06-25 15:06:57.973205,2025-06-25,15,26,6,A,Line-1,Microchip,BATCH-9366,M-101,102.04,24,39,Pending,27.55,1004,3.0,10,Plastic,High,222,768.0,541,740,84.61,1.77,18,8,28.29,58.06,77.49,0,0,0,720
3742,2025-12-24 12:01:57.973205,2025-12-24,12,52,12,B,Line-2,Microchip,BATCH-8677,M-101,86.12,13,69,Done,25.43,1004,6.0,12,Plastic,Medium,230,803.0,1047,704,89.55,4.12,13,0,21.46,77.4,112.79,0,0,0,690
3743,2025-11-18 03:52:57.973205,2025-11-18,3,47,11,C,Line-3,PCB,BATCH-3290,M-104,56.49,9,106,Pending,16.41,1017,14.0,12,Copper,Low,240,743.0,368,773,97.68,1.82,18,4,26.26,58.29,95.99,0,0,1,781
3744,2026-04-11 17:22:57.973205,2026-04-11,17,15,4,C,Line-2,Microchip,BATCH-0659,M-102,69.52,24,20,Done,49.54,1046,2.0,10,Plastic,High,215,531.0,574,609,98.86,3.58,18,8,29.7,40.84,77.47,0,0,0,619
3745,2025-11-23 15:03:57.973205,2025-11-23,15,47,11,C,Line-1,Microchip,BATCH-9199,M-104,86.22,24,10,,27.58,1041,5.0,7,Silicon,High,240,281.0,624,272,84.71,3.36,10,4,38.01,49.44,70.85,0,0,0,265
3746,2025-11-04 00:04:57.973205,2025-11-04,0,45,11,B,Line-1,Sensor,BATCH-2962,M-102,84.91,15,32,Pending,59.81,1017,5.0,6,Copper,Low,245,840.0,729,590,97.47,2.78,3,4,25.41,45.81,95.21,0,0,0,584
3747,2026-05-14 04:16:57.973205,2026-05-14,4,20,5,C,Line-2,Sensor,BATCH-1166,M-102,73.46,7,3,Done,57.65,1007,1.0,12,Silicon,Medium,235,907.0,776,241,82.25,1.77,15,8,21.8,66.93,78.37,0,0,0,254
3748,2026-05-03 01:43:57.973205,2026-05-03,1,18,5,B,Line-3,Microchip,BATCH-9159,M-103,53.33,14,10,Done,30.13,1020,9.0,6,Plastic,Low,234,430.0,681,247,97.69,3.85,18,3,28.05,62.36,108.05,0,0,0,251
3749,2026-04-25 20:27:57.973205,2026-04-25,20,17,4,B,Line-1,PCB,BATCH-8075,M-103,60.31,17,46,Pending,53.76,1011,14.0,12,Copper,Medium,210,848.0,1007,980,81.98,2.1,3,8,22.02,43.53,92.28,0,0,0,972
3750,2025-08-27 01:15:57.973205,2025-08-27,1,35,8,B,Line-3,PCB,BATCH-4621,M-104,106.46,16,67,Done,52.47,1018,12.0,7,Plastic,High,236,221.0,301,935,98.37,1.77,15,9,34.0,36.62,64.82,0,0,0,942
3751,2026-04-16 01:22:57.973205,2026-04-16,1,16,4,B,Line-2,PCB,BATCH-7033,M-102,101.85,21,46,Done,41.23,1032,4.0,7,Copper,Low,215,360.0,620,688,80.73,0.68,12,7,29.89,53.73,97.33,0,1,0,670
3752,2025-10-18 14:03:57.973205,2025-10-18,14,42,10,B,Line-1,PCB,BATCH-9008,M-104,51.44,6,92,Done,45.94,1011,2.0,7,Copper,Medium,207,718.0,741,410,80.39,2.22,3,10,26.45,64.1,58.45,0,0,0,401
3753,2025-07-10 05:45:57.973205,2025-07-10,5,28,7,A,Line-1,Sensor,BATCH-7498,M-102,52.62,19,106,Pending,48.43,1007,9.0,12,Silicon,Low,220,837.0,310,662,90.28,3.39,15,4,24.7,42.93,111.95,0,0,1,676
3754,2025-11-01 09:52:57.973205,2025-11-01,9,44,11,C,Line-1,Microchip,BATCH-7316,M-102,90.25,20,71,Done,57.3,1012,15.0,10,Silicon,Low,244,910.0,521,790,94.44,2.48,17,0,25.89,38.32,90.89,0,0,0,770
3755,2026-01-13 20:47:57.973205,2026-01-13,20,3,1,C,Line-3,Microchip,BATCH-5703,M-103,90.91,9,29,Pending,25.2,1021,5.0,8,Silicon,Medium,236,263.0,1076,941,79.92,1.45,7,2,26.38,52.32,77.8,0,0,0,948
3756,2026-01-27 06:57:57.973205,2026-01-27,6,5,1,B,Line-1,Sensor,BATCH-7993,M-101,81.77,23,12,Done,16.54,1036,5.0,12,Silicon,High,216,100.0,1006,388,94.69,0.76,6,0,24.17,73.39,66.08,0,0,0,388
3757,2026-02-14 15:03:57.973205,2026-02-14,15,7,2,A,Line-3,Microchip,BATCH-3746,M-103,72.29,22,36,Done,15.58,1046,4.0,7,Silicon,Low,242,217.0,434,738,64.19,2.91,14,3,31.45,59.19,95.46,0,0,0,722
3758,2025-08-22 20:26:57.973205,2025-08-22,20,34,8,B,Line-1,Microchip,BATCH-9366,M-101,62.22,18,14,Done,45.77,1031,14.0,12,Silicon,High,222,908.0,373,258,98.34,0.59,2,1,24.83,62.03,89.94,0,0,0,247
3759,2026-02-06 21:20:57.973205,2026-02-06,21,6,2,A,Line-3,Microchip,BATCH-0029,M-102,86.27,16,26,Done,34.16,1046,2.0,6,Copper,Low,225,799.0,415,928,88.45,4.08,16,1,26.42,72.38,113.9,0,0,0,923
3760,2025-10-09 14:00:57.973205,2025-10-09,14,41,10,C,Line-3,Sensor,BATCH-1619,M-102,84.26,12,45,Done,33.46,1045,3.0,6,Silicon,Low,229,208.0,915,321,86.72,1.51,2,9,23.01,65.44,97.42,0,0,0,302
3761,2025-08-01 04:58:57.973205,2025-08-01,4,31,8,C,Line-1,Microchip,BATCH-5531,M-102,110.5,19,74,Pending,32.61,1039,9.0,12,Copper,Medium,206,745.0,1137,1018,83.33,2.47,6,9,21.33,43.63,55.12,0,0,1,1019
3762,2026-04-24 21:40:57.973205,2026-04-24,21,17,4,B,Line-2,Sensor,BATCH-9187,M-101,80.84,5,74,Done,28.74,1010,10.0,10,Copper,Medium,233,642.0,624,1008,99.76,1.97,12,2,34.97,78.94,53.88,0,0,0,990
3763,2026-02-21 21:51:57.973205,2026-02-21,21,8,2,B,Line-2,Microchip,BATCH-1528,M-101,79.42,7,4,Done,59.74,1024,2.0,11,Copper,Medium,249,502.0,461,404,82.7,4.85,0,1,34.42,55.45,114.57,0,0,0,413
3764,2025-07-21 12:49:57.973205,2025-07-21,12,30,7,B,Line-3,Microchip,BATCH-9362,M-102,119.89,24,55,Pending,56.21,1039,14.0,11,Copper,Low,215,403.0,687,373,95.41,0.63,0,5,34.59,61.9,72.65,0,1,0,362
3765,2025-09-24 08:31:57.973205,2025-09-24,8,39,9,B,Line-3,Sensor,BATCH-7762,M-104,54.49,5,96,Pending,33.89,1009,1.0,7,Silicon,Medium,250,362.0,312,489,87.54,2.92,6,4,38.0,64.88,77.32,0,0,1,483
3767,2025-07-30 16:02:57.973205,2025-07-30,16,31,7,C,Line-2,PCB,BATCH-6926,M-104,74.15,21,34,Done,37.7,1024,3.0,9,Plastic,High,202,561.0,547,201,75.82,0.52,1,5,29.72,70.53,80.81,0,0,0,195
3768,2025-05-27 13:21:57.973205,2025-05-27,13,22,5,A,Line-3,PCB,BATCH-4255,M-104,62.53,9,109,Done,18.85,1050,11.0,12,Plastic,Low,207,784.0,641,637,66.28,3.34,2,6,29.3,69.94,53.52,1,0,0,623
3769,2025-09-29 18:41:57.973205,2025-09-29,18,40,9,B,Line-3,Sensor,BATCH-2606,M-104,61.97,10,99,Done,27.71,1012,7.0,12,Copper,Low,205,716.0,767,609,98.0,3.28,6,6,39.96,77.88,57.56,0,0,0,602
3770,2026-03-05 05:08:57.973205,2026-03-05,5,10,3,B,Line-1,Microchip,BATCH-7498,M-101,50.31,13,86,Pending,40.94,1024,1.0,6,Copper,Medium,243,201.0,808,915,85.37,0.67,1,6,27.48,44.86,115.7,0,0,1,919
3771,2026-01-10 15:00:57.973205,2026-01-10,15,2,1,C,Line-2,PCB,BATCH-9739,M-103,107.21,16,9,Pending,27.38,1013,9.0,12,Copper,Low,208,513.0,614,354,96.97,4.08,20,0,35.26,42.2,76.94,0,1,0,365
3772,2025-06-27 01:25:57.973205,2025-06-27,1,26,6,A,Line-3,Microchip,BATCH-9452,M-103,118.58,19,20,Done,38.65,1022,6.0,10,Copper,High,239,929.0,1198,773,70.98,1.32,7,9,22.54,38.23,70.22,0,0,0,788
3773,2026-02-05 19:51:57.973205,2026-02-05,19,6,2,B,Line-1,Microchip,BATCH-9090,M-101,96.55,10,112,Pending,47.96,1014,9.0,6,Plastic,Medium,210,,348,490,71.66,1.47,2,6,27.13,55.65,91.55,1,0,1,494
3774,2025-06-08 04:58:57.973205,2025-06-08,4,23,6,C,Line-2,PCB,BATCH-1612,M-101,115.52,17,81,Done,31.28,1003,10.0,8,Plastic,High,250,186.0,620,959,87.29,4.15,20,8,34.85,60.49,83.79,0,0,0,956
3775,2025-11-20 10:51:57.973205,2025-11-20,10,47,11,B,Line-3,Microchip,BATCH-7866,M-103,77.95,17,32,Pending,33.56,1020,4.0,11,Plastic,High,202,319.0,1057,820,83.42,2.83,1,9,33.79,31.27,53.77,0,0,0,832
3776,2025-10-10 02:54:57.973205,2025-10-10,2,41,10,C,Line-3,PCB,BATCH-2650,M-101,99.25,21,12,Done,40.29,1010,2.0,11,Silicon,High,228,921.0,748,772,72.11,0.58,1,1,21.37,34.25,117.93,0,0,0,770
3777,2025-08-14 11:42:57.973205,2025-08-14,11,33,8,C,Line-3,PCB,BATCH-7569,M-103,88.15,7,50,Done,24.77,1039,4.0,7,Plastic,Medium,236,625.0,534,485,89.3,1.24,16,10,32.07,57.42,82.49,0,0,0,485
3778,2025-08-10 21:31:57.973205,2025-08-10,21,32,8,C,Line-1,PCB,BATCH-1526,M-101,96.64,16,30,Pending,51.35,1028,5.0,9,Plastic,Medium,230,808.0,358,336,62.92,4.22,19,6,30.54,48.52,80.25,0,0,0,333
3779,2025-08-05 13:54:57.973205,2025-08-05,13,32,8,C,Line-1,Microchip,BATCH-6384,M-104,61.41,7,108,Done,43.2,1001,5.0,7,Plastic,Low,215,483.0,373,249,95.35,4.48,20,5,28.26,31.76,51.54,0,0,0,247
3780,2026-01-29 03:08:57.973205,2026-01-29,3,5,1,B,Line-3,PCB,BATCH-8392,M-103,80.58,14,11,Pending,19.61,1040,,8,Plastic,Low,230,103.0,452,903,91.19,1.59,11,3,23.82,46.97,84.54,0,0,0,911
3781,2025-09-29 15:24:57.973205,2025-09-29,15,40,9,B,Line-2,Sensor,BATCH-4426,M-104,88.51,16,32,Done,20.51,1011,8.0,11,Plastic,Medium,220,670.0,413,735,98.86,3.95,18,4,21.37,61.52,101.18,0,0,0,743
3782,2026-03-29 09:34:57.973205,2026-03-29,9,13,3,A,Line-2,Sensor,BATCH-5331,M-101,62.47,9,46,Pending,36.38,1004,8.0,7,Plastic,Low,209,804.0,489,400,92.05,3.68,3,3,30.22,31.7,93.36,0,0,0,415
3783,2025-06-14 02:40:57.973205,2025-06-14,2,24,6,C,Line-2,PCB,BATCH-3472,M-102,69.61,16,36,Pending,47.9,1019,10.0,12,Plastic,Medium,235,699.0,1174,725,65.02,1.15,5,9,29.62,67.26,78.04,0,0,0,737
3784,2026-01-09 14:27:57.973205,2026-01-09,14,2,1,A,Line-2,Microchip,BATCH-6550,M-102,66.74,10,80,Done,29.3,1049,9.0,8,Copper,High,235,592.0,937,473,99.46,2.66,15,2,28.26,46.96,107.37,0,0,0,477
3785,2025-07-25 14:07:57.973205,2025-07-25,14,30,7,C,Line-1,Microchip,BATCH-2796,M-103,92.91,15,29,Pending,51.63,1037,15.0,6,Copper,Low,227,297.0,435,539,84.54,1.82,18,3,22.98,73.91,98.22,0,0,0,551
3786,2026-03-03 04:25:57.973205,2026-03-03,4,10,3,B,Line-3,Microchip,BATCH-0073,M-103,81.51,19,49,Pending,48.53,1027,5.0,12,Copper,High,204,214.0,515,385,84.44,2.07,8,10,21.39,62.74,80.86,0,0,0,385
3787,2026-03-13 01:22:57.973205,2026-03-13,1,11,3,A,Line-2,Sensor,BATCH-6349,M-104,94.0,13,45,Pending,28.2,1029,3.0,11,Plastic,Low,245,132.0,798,382,72.52,0.91,14,2,38.52,57.29,116.42,0,0,0,376
3788,2025-07-30 10:47:57.973205,2025-07-30,10,31,7,C,Line-3,PCB,BATCH-7610,M-102,81.54,13,9,Pending,23.73,1026,5.0,10,Silicon,High,248,488.0,737,488,63.28,1.94,9,6,35.27,32.27,102.15,0,0,0,489
3789,2025-10-16 08:18:57.973205,2025-10-16,8,42,10,C,Line-1,PCB,BATCH-8603,M-101,58.54,16,82,Done,40.87,1041,14.0,8,Copper,Low,237,216.0,962,820,71.05,0.53,10,0,21.93,57.62,92.15,1,0,0,800
3790,2026-05-11 15:09:57.973205,2026-05-11,15,20,5,C,Line-2,Sensor,BATCH-6604,M-104,51.48,24,71,Done,49.81,1040,3.0,8,Copper,Medium,211,921.0,704,335,84.4,3.7,6,0,31.44,78.61,83.16,0,0,0,338
3791,2025-05-30 08:42:57.973205,2025-05-30,8,22,5,B,Line-3,PCB,BATCH-4112,M-102,104.69,23,77,Done,40.12,1021,11.0,7,Plastic,Medium,249,148.0,903,306,82.13,4.17,17,7,36.76,79.27,110.28,0,0,0,292
3792,2025-09-20 02:20:57.973205,2025-09-20,2,38,9,C,Line-2,PCB,BATCH-3732,M-103,112.13,9,23,Pending,25.26,1019,7.0,9,Copper,Medium,223,796.0,871,376,92.58,2.86,9,10,22.5,69.87,76.99,0,0,0,361
3793,2025-09-02 15:04:57.973205,2025-09-02,15,36,9,B,Line-2,Microchip,BATCH-0181,M-102,89.19,17,51,Pending,43.89,1033,15.0,11,Copper,High,220,,794,740,89.82,4.07,12,7,37.93,49.61,71.59,0,0,0,748
3794,2026-03-01 17:26:57.973205,2026-03-01,17,9,3,C,Line-2,Sensor,BATCH-3783,M-104,97.67,20,106,Pending,39.64,1038,6.0,10,Silicon,High,245,769.0,805,903,77.0,1.96,1,9,28.63,77.64,71.44,0,0,1,897
3795,2026-03-08 14:05:57.973205,2026-03-08,14,10,3,B,Line-2,Microchip,BATCH-7794,M-103,116.51,19,108,Done,55.22,1008,7.0,12,Copper,Medium,230,,442,776,96.61,0.91,7,8,22.97,62.85,115.58,0,0,0,773
3796,2025-11-30 14:50:57.973205,2025-11-30,14,48,11,C,Line-1,Microchip,BATCH-5233,M-102,92.19,22,61,Pending,22.91,1036,11.0,12,Silicon,Low,244,726.0,339,875,91.79,2.66,3,3,31.69,40.94,50.69,0,0,0,859
3798,2026-03-13 03:57:57.973205,2026-03-13,3,11,3,A,Line-3,PCB,BATCH-6922,M-103,107.17,20,14,Done,32.37,1034,,11,Silicon,High,228,778.0,604,303,84.87,3.46,10,7,30.27,58.69,88.58,0,0,0,291
3799,2026-01-12 22:52:57.973205,2026-01-12,22,3,1,C,Line-3,Microchip,BATCH-1937,M-101,81.95,7,36,Done,20.08,1043,15.0,11,Silicon,Medium,219,591.0,713,433,86.92,5.0,18,0,39.07,47.81,76.31,0,0,0,451
3800,2026-01-12 22:27:57.973205,2026-01-12,22,3,1,A,Line-1,Microchip,BATCH-7747,M-101,92.18,23,8,Pending,24.96,1014,8.0,6,Plastic,Low,246,914.0,882,828,88.96,4.25,5,7,22.27,58.66,86.97,0,0,0,821
3801,2025-09-18 04:41:57.973205,2025-09-18,4,38,9,B,Line-1,PCB,BATCH-3529,M-102,101.3,5,69,Pending,35.81,1049,2.0,8,Silicon,Medium,212,699.0,624,711,72.85,3.76,13,8,37.37,35.13,76.28,1,0,0,700
3802,2025-09-22 14:29:57.973205,2025-09-22,14,39,9,B,Line-2,PCB,BATCH-1940,M-103,74.91,15,33,Pending,46.6,1050,3.0,9,Plastic,Low,248,477.0,540,855,61.53,4.64,9,1,21.02,33.59,53.66,0,0,0,846
3803,2026-04-17 04:55:57.973205,2026-04-17,4,16,4,B,Line-1,Microchip,BATCH-9131,M-102,61.71,9,102,Done,18.8,1002,1.0,9,Silicon,Medium,233,539.0,1018,922,76.5,2.56,6,6,25.5,75.12,119.43,0,0,0,911
3804,2025-12-04 13:19:57.973205,2025-12-04,13,49,12,B,Line-3,Sensor,BATCH-0022,M-104,90.74,14,72,Done,33.31,1017,10.0,7,Silicon,Low,249,677.0,672,449,82.08,4.16,6,2,28.56,74.86,102.06,0,0,0,452
3805,2025-05-17 02:35:57.973205,2025-05-17,2,20,5,A,Line-2,Sensor,BATCH-5786,M-104,114.35,22,55,Pending,59.64,1014,7.0,12,Silicon,Low,202,936.0,1024,500,65.63,3.46,11,3,24.45,49.55,95.95,1,1,0,498
