Production_ID,Production_DateTime,Production_Date,Production_Hour,Production_Week,Production_Month,Shift_Type,Production_Line,Product_Type,Batch_Number,Machine_ID,Machine_Temperature,Machine_Run_Time,Downtime_Minutes,Maintenance_Status,Power_Consumption,Operator_ID,Operator_Experience,Shift_Hours,Material_Type,Material_Quality,Supplier_ID,Inventory_Level,Production_Target,Actual_Output,Production_Efficiency,Cycle_Time,Defect_Count,Rejection_Count,Factory_Temperature,Humidity_Level,Noise_Level,Delay_Status,Defect_Status,Failure_Risk,Predicted_Output
3688,2025-11-16 12:20:35.823746,2025-11-16,12,46,11,A,Line-1,PCB,BATCH-0323,M-101,70.17,19,24,Done,33.14,1039,3,12,Copper,Medium,235,432,1142,1134,99.3,1.4,3,8,23.36,59.43,64.03,0,0,0,1135
3689,2025-12-11 11:05:35.823746,2025-12-11,11,50,12,C,Line-1,PCB,BATCH-5622,M-104,58.88,18,120,Pending,40.78,1018,7,8,Silicon,Low,227,532,658,537,81.61,2.9,4,9,22.09,32.61,54.96,0,0,1,547
3690,2026-04-13 00:01:35.823746,2026-04-13,0,16,4,A,Line-1,PCB,BATCH-5819,M-102,106.28,21,28,Done,21.23,1048,3,6,Silicon,High,235,836,762,750,98.43,1.12,8,5,38.0,62.96,97.06,0,1,0,747
3691,2026-03-18 05:04:35.823746,2026-03-18,5,12,3,C,Line-2,PCB,BATCH-2770,M-103,119.11,6,113,Done,21.4,1025,4,8,Copper,High,219,959,1116,996,89.25,4.0,4,1,38.44,70.38,71.33,0,0,0,981
3692,2025-06-06 03:10:35.823746,2025-06-06,3,23,6,B,Line-1,Microchip,BATCH-6672,M-101,105.34,9,31,Pending,41.64,1026,13,6,Copper,Medium,223,760,1156,1151,99.57,4.96,3,9,21.58,36.54,73.19,0,0,0,1140
3693,2025-07-28 16:38:35.823746,2025-07-28,16,31,7,C,Line-3,PCB,BATCH-5513,M-103,51.95,13,69,Done,16.12,1040,3,9,Copper,High,225,815,702,624,88.89,1.96,4,5,25.84,30.01,112.0,0,0,0,608
3694,2026-02-14 18:20:35.823746,2026-02-14,18,7,2,C,Line-3,PCB,BATCH-5222,M-104,76.62,8,87,Done,45.35,1017,3,6,Copper,High,224,529,821,725,88.31,1.86,1,7,25.2,79.13,100.74,0,0,0,731
3695,2025-08-17 07:52:35.823746,2025-08-17,7,33,8,B,Line-1,PCB,BATCH-6915,M-104,63.0,9,50,Done,16.5,1038,4,10,Copper,Low,215,932,1044,1002,95.98,2.94,0,7,23.97,73.63,114.16,0,0,0,1002
3696,2026-04-14 23:48:35.823746,2026-04-14,23,16,4,B,Line-2,PCB,BATCH-4613,M-104,50.34,15,40,Done,36.38,1011,10,8,Silicon,High,209,276,848,828,97.64,2.7,3,5,34.11,66.67,78.06,0,0,0,842
3697,2025-08-08 12:07:35.823746,2025-08-08,12,32,8,B,Line-2,Microchip,BATCH-0538,M-104,89.52,7,47,Pending,17.69,1035,15,6,Silicon,High,244,503,1076,1059,98.42,2.6,3,2,30.94,43.74,110.61,0,0,0,1054
3698,2025-05-20 00:58:35.823746,2025-05-20,0,21,5,B,Line-3,Sensor,BATCH-6724,M-102,62.85,17,20,Done,27.57,1044,7,6,Silicon,High,232,694,1183,1177,99.49,3.32,4,1,34.76,53.83,60.34,0,0,0,1185
3699,2026-05-01 09:01:35.823746,2026-05-01,9,18,5,A,Line-1,Sensor,BATCH-0808,M-104,82.62,7,24,Pending,32.35,1010,10,11,Silicon,High,250,374,771,777,100.78,2.89,4,0,24.09,50.93,84.08,0,0,0,797
3700,2026-01-30 02:36:35.823746,2026-01-30,2,5,1,B,Line-2,Sensor,BATCH-9763,M-101,60.45,18,26,Done,58.08,1050,3,7,Plastic,High,200,464,439,419,95.44,2.64,1,6,39.34,53.48,81.68,0,0,0,413
3701,2025-09-11 11:39:35.823746,2025-09-11,11,37,9,B,Line-2,PCB,BATCH-5676,M-103,112.38,7,28,Pending,42.38,1029,11,9,Silicon,Medium,214,478,729,723,99.18,0.65,2,3,26.09,42.95,50.99,0,0,0,723
3702,2026-03-18 22:40:35.823746,2026-03-18,22,12,3,B,Line-1,PCB,BATCH-8451,M-101,65.02,16,35,Done,52.27,1041,6,7,Copper,Medium,205,287,984,961,97.66,1.52,4,4,33.25,56.63,85.14,0,0,0,976
3703,2026-01-09 21:21:35.823746,2026-01-09,21,2,1,B,Line-1,PCB,BATCH-3704,M-101,89.33,8,25,Done,36.82,1045,1,12,Plastic,High,233,407,317,294,92.74,0.59,4,2,31.92,47.42,91.54,0,0,0,287
3704,2026-01-08 17:14:35.823746,2026-01-08,17,2,1,C,Line-3,PCB,BATCH-2323,M-101,70.77,5,33,Done,47.37,1018,12,8,Copper,High,231,412,412,388,94.17,4.53,1,3,31.43,37.71,73.99,0,0,0,405
3705,2026-01-06 01:00:35.823746,2026-01-06,1,2,1,B,Line-3,PCB,BATCH-0909,M-103,104.21,8,35,Done,50.57,1011,4,8,Silicon,High,203,287,347,320,92.22,2.57,15,0,37.5,46.95,111.42,0,1,0,319
3706,2025-09-10 19:36:35.823746,2025-09-10,19,37,9,C,Line-1,Microchip,BATCH-5913,M-102,101.64,17,54,Done,48.94,1023,12,8,Copper,Medium,217,693,653,608,93.11,4.09,0,3,32.42,59.37,53.44,0,0,0,595
3707,2025-10-10 10:01:35.823746,2025-10-10,10,41,10,C,Line-1,Sensor,BATCH-2704,M-101,79.12,20,88,Done,51.63,1045,13,12,Plastic,High,228,536,781,704,90.14,1.67,0,7,36.15,79.28,73.44,0,0,0,710
3708,2025-11-09 06:33:35.823746,2025-11-09,6,45,11,A,Line-3,PCB,BATCH-5699,M-104,103.02,10,14,Pending,50.65,1002,8,7,Plastic,High,235,240,865,877,101.39,1.83,2,4,23.57,36.0,105.31,0,0,0,893
3709,2025-07-16 16:51:35.823746,2025-07-16,16,29,7,A,Line-2,PCB,BATCH-7821,M-103,100.63,11,2,Pending,32.03,1025,13,7,Copper,Medium,216,255,812,846,104.19,4.21,13,9,24.17,30.99,51.5,0,1,0,830
3710,2025-10-09 06:43:35.823746,2025-10-09,6,41,10,B,Line-2,PCB,BATCH-9788,M-102,52.65,9,41,Done,47.34,1017,15,10,Copper,High,227,472,999,988,98.9,2.54,2,6,27.26,76.02,64.46,0,0,0,994
3711,2026-02-11 22:21:35.823746,2026-02-11,22,7,2,B,Line-1,Sensor,BATCH-1907,M-103,50.54,11,41,Pending,56.54,1021,14,11,Copper,Low,213,365,1043,1030,98.75,3.43,7,8,34.34,44.84,110.28,0,1,0,1022
3712,2026-01-24 06:04:35.823746,2026-01-24,6,4,1,B,Line-2,PCB,BATCH-2780,M-104,104.8,13,44,Done,28.21,1009,5,7,Plastic,High,200,895,314,280,89.17,2.63,15,9,33.5,43.67,98.12,0,1,0,266
3713,2025-12-25 00:12:35.823746,2025-12-25,0,52,12,A,Line-1,Microchip,BATCH-0728,M-102,66.52,13,3,Done,49.35,1046,11,12,Copper,Medium,245,772,1057,1086,102.74,4.41,1,8,28.8,32.81,71.21,0,0,0,1070
3714,2025-05-17 12:37:35.823746,2025-05-17,12,20,5,A,Line-1,Microchip,BATCH-5924,M-103,60.01,9,26,Done,52.06,1046,7,7,Silicon,High,248,925,745,743,99.73,1.12,4,7,23.91,57.23,72.42,0,0,0,757
3715,2025-09-11 00:17:35.823746,2025-09-11,0,37,9,C,Line-2,PCB,BATCH-0530,M-103,101.53,21,97,Done,21.05,1017,14,8,Copper,Low,203,181,347,263,75.79,4.62,8,7,25.1,56.35,106.86,0,1,0,243
3716,2026-03-04 17:28:35.823746,2026-03-04,17,10,3,A,Line-1,PCB,BATCH-2975,M-101,54.92,8,3,Pending,29.03,1010,2,8,Silicon,High,207,206,503,514,102.19,3.64,4,0,22.92,65.64,68.32,0,0,0,502
3717,2025-06-24 06:34:35.823746,2025-06-24,6,26,6,A,Line-1,Sensor,BATCH-0068,M-102,64.05,5,21,Pending,54.36,1050,12,8,Copper,Medium,219,944,544,557,102.39,4.85,3,5,28.09,47.47,55.82,0,0,0,564
3718,2025-07-06 06:14:35.823746,2025-07-06,6,27,7,C,Line-2,PCB,BATCH-5745,M-104,110.21,8,76,Pending,56.71,1022,8,8,Plastic,Medium,210,763,966,891,92.24,4.85,6,3,30.01,35.32,90.69,0,1,1,880
3719,2025-07-18 17:50:35.823746,2025-07-18,17,29,7,B,Line-1,Microchip,BATCH-4577,M-103,119.68,19,34,Done,27.43,1048,9,10,Copper,Medium,238,872,1197,1181,98.66,4.53,4,6,37.08,62.35,67.74,0,0,0,1187
3720,2025-06-04 18:37:35.823746,2025-06-04,18,23,6,A,Line-2,Sensor,BATCH-4984,M-103,113.63,8,8,Done,45.96,1050,13,8,Plastic,High,203,926,347,375,108.07,0.94,0,5,27.37,46.39,69.57,0,0,0,377
3721,2026-03-14 22:24:35.823746,2026-03-14,22,11,3,A,Line-3,PCB,BATCH-7643,M-103,79.59,9,0,Pending,21.07,1045,4,7,Silicon,Medium,219,418,691,709,102.6,4.47,3,1,22.9,75.27,119.86,0,0,0,716
3722,2026-04-23 20:08:35.823746,2026-04-23,20,17,4,A,Line-3,PCB,BATCH-4684,M-104,115.63,23,25,Done,34.44,1036,4,7,Copper,Medium,222,621,1001,994,99.3,0.96,1,6,23.23,66.28,77.81,0,0,0,1006
3723,2025-09-18 02:00:35.823746,2025-09-18,2,38,9,C,Line-3,Sensor,BATCH-8051,M-101,80.4,24,94,Done,24.91,1001,3,6,Silicon,High,219,105,537,434,80.82,3.62,3,1,23.03,49.43,89.98,0,0,0,416
3724,2026-02-17 11:03:35.823746,2026-02-17,11,8,2,B,Line-2,Sensor,BATCH-5883,M-103,63.1,20,16,Done,26.0,1044,12,9,Copper,Medium,243,551,694,702,101.15,2.11,4,10,38.55,37.41,95.45,0,0,0,710
3725,2026-02-06 07:17:35.823746,2026-02-06,7,6,2,B,Line-1,Sensor,BATCH-8679,M-102,65.66,17,13,Pending,45.02,1042,10,6,Copper,Low,250,356,818,825,100.86,1.01,16,1,26.11,34.84,96.88,0,1,0,820
3726,2025-06-30 18:51:35.823746,2025-06-30,18,27,6,C,Line-1,Microchip,BATCH-3188,M-103,102.88,11,76,Pending,47.91,1029,12,7,Silicon,Medium,241,973,880,813,92.39,0.7,4,2,26.41,68.95,103.95,0,0,1,831
3727,2025-11-20 09:07:35.823746,2025-11-20,9,47,11,B,Line-2,PCB,BATCH-5086,M-102,59.75,8,20,Done,45.26,1002,9,8,Plastic,High,233,459,1143,1141,99.83,4.97,1,10,21.99,74.93,79.99,0,0,0,1124
3728,2026-03-09 01:47:35.823746,2026-03-09,1,11,3,C,Line-2,Microchip,BATCH-6610,M-102,115.97,16,79,Done,55.93,1049,15,10,Plastic,High,249,706,506,442,87.35,2.58,16,7,30.51,45.01,102.89,0,1,0,457
3729,2026-01-23 06:56:35.823746,2026-01-23,6,4,1,A,Line-3,Sensor,BATCH-6730,M-101,110.47,15,23,Done,42.65,1003,8,6,Copper,High,202,195,686,689,100.44,2.69,3,5,38.22,62.65,102.4,0,0,0,680
3730,2026-05-16 04:25:35.823746,2026-05-16,4,20,5,C,Line-1,Sensor,BATCH-1698,M-101,78.04,11,86,Pending,56.05,1024,14,9,Copper,Low,228,322,1151,1078,93.66,2.76,16,7,34.09,58.1,97.56,0,1,1,1094
3731,2026-03-11 22:25:35.823746,2026-03-11,22,11,3,A,Line-2,Sensor,BATCH-2818,M-104,101.64,14,6,Done,56.24,1017,2,11,Silicon,High,229,715,748,756,101.07,4.27,20,8,28.13,68.65,83.93,0,1,0,742
3732,2026-05-09 09:52:35.823746,2026-05-09,9,19,5,A,Line-2,Sensor,BATCH-5276,M-102,118.21,12,3,Done,58.94,1027,8,8,Silicon,Medium,230,476,701,724,103.28,4.58,3,6,20.8,30.35,101.6,0,0,0,734
3733,2026-02-05 18:58:35.823746,2026-02-05,18,6,2,B,Line-1,Sensor,BATCH-3379,M-102,109.23,16,48,Done,52.83,1008,8,9,Plastic,High,214,140,503,471,93.64,3.42,0,6,23.88,37.19,109.25,0,0,0,488
3734,2026-03-19 03:22:35.823746,2026-03-19,3,12,3,B,Line-3,PCB,BATCH-8557,M-101,78.63,21,14,Pending,35.0,1008,3,9,Plastic,Medium,212,700,1110,1102,99.28,3.67,2,10,38.47,57.3,78.84,0,0,0,1108
3735,2025-10-18 13:45:35.823746,2025-10-18,13,42,10,B,Line-1,Microchip,BATCH-5056,M-101,119.23,13,48,Pending,36.1,1019,4,10,Copper,High,209,474,754,714,94.69,3.43,2,2,31.24,40.84,104.28,0,0,0,734
3736,2025-07-24 14:14:35.823746,2025-07-24,14,30,7,A,Line-1,PCB,BATCH-4007,M-104,92.09,13,22,Done,27.49,1050,6,6,Silicon,Medium,244,372,858,858,100.0,1.03,3,5,30.08,41.52,75.97,0,0,0,878
3737,2025-07-23 07:38:35.823746,2025-07-23,7,30,7,C,Line-1,Sensor,BATCH-5449,M-102,87.24,17,60,Done,31.24,1046,10,6,Copper,High,242,903,962,907,94.28,3.78,4,10,23.53,41.8,83.86,0,0,0,920
3738,2025-10-04 22:32:35.823746,2025-10-04,22,40,10,B,Line-2,Microchip,BATCH-0334,M-101,64.82,7,16,Done,51.11,1014,6,10,Plastic,Medium,205,253,375,371,98.93,1.21,2,7,22.92,64.48,114.82,0,0,0,372
3739,2026-03-19 04:16:35.823746,2026-03-19,4,12,3,C,Line-3,Microchip,BATCH-0478,M-101,105.48,14,117,Pending,59.54,1042,9,6,Copper,High,206,301,915,801,87.54,4.39,2,7,21.69,38.95,75.22,0,0,1,801
3740,2026-04-29 10:17:35.823746,2026-04-29,10,18,4,B,Line-2,PCB,BATCH-4257,M-103,70.68,5,15,Pending,52.85,1049,13,11,Plastic,High,216,768,947,958,101.16,2.06,0,5,29.75,46.6,113.97,0,0,0,951
3741,2026-04-27 15:04:35.823746,2026-04-27,15,18,4,C,Line-2,Microchip,BATCH-4838,M-104,109.31,14,32,Done,21.06,1022,13,7,Silicon,Medium,212,424,1067,1046,98.03,4.99,9,4,36.41,30.84,57.8,0,1,0,1066
3742,2025-06-04 15:37:35.823746,2025-06-04,15,23,6,A,Line-3,PCB,BATCH-7053,M-102,113.97,12,2,Pending,50.36,1026,3,11,Silicon,Low,221,220,429,443,103.26,3.76,17,1,29.62,49.76,90.47,0,1,0,423
3743,2025-05-31 12:34:35.823746,2025-05-31,12,22,5,A,Line-3,PCB,BATCH-7495,M-103,100.8,24,20,Done,24.62,1017,15,12,Copper,Low,230,239,605,625,103.31,4.09,4,4,27.41,51.53,69.17,0,0,0,627
3744,2025-09-30 02:09:35.823746,2025-09-30,2,40,9,A,Line-3,Microchip,BATCH-7141,M-103,104.78,7,4,Done,43.36,1010,5,11,Copper,Medium,204,956,747,763,102.14,4.69,0,3,32.96,66.0,61.99,0,0,0,761
3745,2026-02-06 18:19:35.823746,2026-02-06,18,6,2,C,Line-1,Microchip,BATCH-1056,M-104,62.27,18,108,Done,30.18,1040,13,11,Silicon,High,246,244,396,299,75.51,2.67,3,2,35.38,34.89,83.05,0,0,0,291
3746,2026-03-02 21:55:35.823746,2026-03-02,21,10,3,C,Line-1,PCB,BATCH-3451,M-103,72.25,10,66,Done,51.22,1029,9,7,Copper,High,238,446,1038,975,93.93,4.57,2,7,24.52,66.03,106.38,0,0,0,979
3747,2026-02-01 16:39:35.823746,2026-02-01,16,5,2,C,Line-3,Sensor,BATCH-2236,M-104,99.99,19,77,Done,43.14,1039,1,8,Silicon,High,225,406,1060,970,91.51,3.14,17,3,29.21,65.27,67.93,0,1,0,988
3748,2025-12-25 02:05:35.823746,2025-12-25,2,52,12,B,Line-1,PCB,BATCH-9269,M-102,110.88,23,38,Pending,47.63,1048,5,12,Plastic,Medium,224,666,472,444,94.07,3.53,4,4,31.53,65.47,72.71,0,0,0,432
3749,2025-08-21 15:52:35.823746,2025-08-21,15,34,8,B,Line-1,Microchip,BATCH-0071,M-102,88.57,11,31,Pending,46.24,1010,7,7,Silicon,High,211,159,571,554,97.02,3.28,4,1,32.96,55.91,55.64,0,0,0,562
3750,2026-04-28 19:19:35.823746,2026-04-28,19,18,4,C,Line-2,Sensor,BATCH-0841,M-103,111.35,9,43,Done,45.69,1001,8,7,Plastic,Low,213,271,723,681,94.19,2.57,12,6,23.57,70.99,67.77,0,1,0,699
3751,2026-01-17 22:08:35.823746,2026-01-17,22,3,1,B,Line-1,Sensor,BATCH-6027,M-103,62.74,23,18,Pending,40.56,1016,15,10,Silicon,Low,247,618,836,848,101.44,4.41,11,6,32.98,55.12,112.48,0,1,0,835
3752,2026-02-06 08:19:35.823746,2026-02-06,8,6,2,C,Line-1,PCB,BATCH-4834,M-102,93.43,5,40,Done,42.53,1021,12,12,Silicon,Medium,204,453,537,506,94.23,2.8,4,8,21.34,72.78,60.46,0,0,0,514
3753,2026-02-10 04:32:35.823746,2026-02-10,4,7,2,C,Line-2,PCB,BATCH-2761,M-102,92.36,24,84,Pending,39.99,1050,5,9,Copper,High,234,505,798,709,88.85,1.42,1,4,36.43,37.35,73.84,0,0,1,728
3754,2025-12-31 04:31:35.823746,2025-12-31,4,1,12,B,Line-3,PCB,BATCH-9239,M-102,75.2,24,45,Pending,48.24,1042,4,8,Plastic,High,209,853,633,596,94.15,0.71,4,10,33.06,55.36,52.05,0,0,0,590
3755,2026-02-06 10:45:35.823746,2026-02-06,10,6,2,B,Line-3,Microchip,BATCH-6124,M-104,51.23,24,23,Done,31.15,1038,14,10,Silicon,Medium,236,466,428,433,101.17,3.37,2,8,33.33,67.18,73.43,0,0,0,425
3756,2025-05-19 05:38:35.823746,2025-05-19,5,21,5,A,Line-2,Sensor,BATCH-4718,M-101,57.67,21,2,Done,27.13,1025,1,9,Silicon,Medium,200,897,357,367,102.8,1.51,3,0,30.03,30.44,117.95,0,0,0,351
3757,2025-08-25 16:23:35.823746,2025-08-25,16,35,8,C,Line-3,Microchip,BATCH-1042,M-101,86.95,15,90,Done,31.54,1039,6,8,Plastic,High,237,931,514,421,81.91,4.33,4,2,34.18,47.24,111.54,0,0,0,408
3758,2026-03-04 04:22:35.823746,2026-03-04,4,10,3,C,Line-3,Sensor,BATCH-5380,M-104,87.38,20,73,Done,16.62,1014,10,8,Copper,High,241,432,799,731,91.49,1.22,3,7,35.44,60.21,58.73,0,0,0,751
3759,2025-05-27 11:08:35.823746,2025-05-27,11,22,5,C,Line-1,Microchip,BATCH-3688,M-101,60.55,13,40,Done,33.82,1001,6,12,Plastic,Low,235,786,437,394,90.16,2.9,4,5,22.45,49.61,59.13,0,0,0,376
3760,2025-08-21 23:58:35.823746,2025-08-21,23,34,8,B,Line-1,Sensor,BATCH-2910,M-102,99.77,8,35,Pending,40.72,1022,8,6,Silicon,High,232,927,477,458,96.02,3.66,2,4,35.6,51.26,106.35,0,0,0,443
3761,2025-09-07 18:01:35.823746,2025-09-07,18,36,9,B,Line-2,Microchip,BATCH-8570,M-104,90.57,13,21,Done,55.7,1031,15,11,Plastic,Medium,211,956,536,545,101.68,4.0,3,10,20.28,66.56,58.94,0,0,0,552
3762,2025-05-31 03:39:35.823746,2025-05-31,3,22,5,A,Line-2,PCB,BATCH-4704,M-104,108.23,15,3,Done,30.59,1042,7,8,Plastic,Medium,210,917,1183,1204,101.78,4.44,5,7,23.08,31.52,51.36,0,1,0,1207
3763,2026-05-07 15:00:35.823746,2026-05-07,15,19,5,C,Line-2,Sensor,BATCH-5772,M-101,82.7,14,101,Done,58.4,1034,7,6,Plastic,Medium,240,756,937,835,89.11,2.55,8,5,36.26,33.57,96.76,0,1,0,825
3764,2026-04-25 16:59:35.823746,2026-04-25,16,17,4,A,Line-3,Sensor,BATCH-2262,M-102,104.41,6,0,Done,22.97,1014,6,7,Silicon,Medium,219,141,400,422,105.5,3.11,0,7,39.25,43.37,95.56,0,0,0,417
3765,2026-01-01 14:57:35.823746,2026-01-01,14,1,1,A,Line-1,Microchip,BATCH-1976,M-102,74.0,18,27,Done,39.78,1041,2,10,Copper,Medium,211,850,1082,1069,98.8,2.79,1,5,21.77,41.48,94.66,0,0,0,1052
3766,2025-10-27 08:35:35.823746,2025-10-27,8,44,10,C,Line-3,Sensor,BATCH-8142,M-103,52.68,7,87,Pending,21.19,1033,9,6,Plastic,High,224,503,620,536,86.45,2.08,0,6,20.87,79.45,57.73,0,0,1,526
3767,2025-10-05 19:37:35.823746,2025-10-05,19,40,10,C,Line-3,Microchip,BATCH-1581,M-104,107.04,11,31,Pending,44.39,1039,2,8,Silicon,High,216,236,1083,1041,96.12,1.32,2,4,36.18,35.72,92.41,0,0,0,1028
3768,2026-04-08 13:13:35.823746,2026-04-08,13,15,4,B,Line-2,Microchip,BATCH-8995,M-104,75.28,12,46,Done,22.0,1027,10,11,Copper,Low,204,258,871,845,97.01,2.2,0,7,37.22,55.93,62.43,0,0,0,845
3769,2025-09-05 23:33:35.823746,2025-09-05,23,36,9,C,Line-3,Sensor,BATCH-6189,M-101,115.92,17,53,Pending,38.63,1037,2,11,Silicon,Medium,235,247,499,435,87.17,0.82,16,9,28.3,77.61,90.67,0,1,0,419
3770,2026-02-15 11:39:35.823746,2026-02-15,11,7,2,B,Line-1,Sensor,BATCH-4418,M-101,110.2,8,41,Done,42.63,1015,11,6,Copper,Medium,213,303,560,541,96.61,4.7,6,8,23.79,30.58,103.75,0,1,0,547
3771,2025-11-21 21:52:35.823746,2025-11-21,21,47,11,C,Line-3,Microchip,BATCH-3063,M-104,57.54,21,118,Pending,43.92,1020,4,11,Silicon,High,249,420,926,801,86.5,2.38,4,8,21.73,74.99,66.15,0,0,1,821
3772,2025-10-14 23:53:35.823746,2025-10-14,23,42,10,C,Line-1,PCB,BATCH-8805,M-101,83.79,9,92,Pending,51.54,1047,1,12,Silicon,Medium,207,632,639,534,83.57,0.83,4,5,34.85,64.86,70.03,0,0,1,538
3773,2026-02-12 13:24:35.823746,2026-02-12,13,7,2,C,Line-3,Microchip,BATCH-0216,M-103,82.76,13,36,Pending,37.55,1028,9,6,Plastic,High,235,168,709,676,95.35,4.02,0,9,27.45,65.73,88.85,0,0,0,667
3774,2025-05-23 15:31:35.823746,2025-05-23,15,21,5,B,Line-2,Sensor,BATCH-1746,M-102,119.49,7,18,Done,27.64,1027,14,10,Silicon,Low,232,158,792,802,101.26,3.07,5,2,36.49,49.57,61.17,0,1,0,802
3775,2026-03-28 04:26:35.823746,2026-03-28,4,13,3,B,Line-2,Microchip,BATCH-6415,M-101,96.98,22,44,Done,54.06,1014,3,8,Silicon,Low,231,894,563,525,93.25,0.88,12,9,37.48,58.57,85.46,0,1,0,507
3776,2026-03-01 03:23:35.823746,2026-03-01,3,9,3,B,Line-1,Microchip,BATCH-1575,M-102,81.9,10,23,Pending,27.34,1017,11,12,Copper,High,247,116,588,587,99.83,3.27,0,8,29.69,76.05,75.18,0,0,0,585
3777,2025-08-22 16:15:35.823746,2025-08-22,16,34,8,A,Line-2,PCB,BATCH-1942,M-104,96.5,21,1,Done,44.95,1048,13,9,Silicon,Medium,206,390,826,861,104.24,1.18,18,3,30.17,55.6,84.28,0,1,0,863
3778,2025-06-21 19:21:35.823746,2025-06-21,19,25,6,A,Line-2,Sensor,BATCH-5375,M-104,110.83,7,2,Done,38.12,1002,1,6,Copper,Low,201,315,499,509,102.0,0.95,5,8,37.88,66.17,82.04,0,1,0,506
3779,2026-04-28 05:03:35.823746,2026-04-28,5,18,4,C,Line-1,Microchip,BATCH-8362,M-104,88.66,9,55,Done,55.79,1044,14,9,Plastic,High,229,385,403,361,89.58,2.07,4,7,32.28,53.61,102.0,0,0,0,371
3780,2025-07-14 13:36:35.823746,2025-07-14,13,29,7,C,Line-1,PCB,BATCH-9430,M-102,115.8,7,58,Done,45.33,1007,5,9,Copper,Medium,249,271,1131,1068,94.43,2.33,17,8,28.56,35.75,76.53,0,1,0,1059
3781,2026-05-08 11:27:35.823746,2026-05-08,11,19,5,C,Line-2,Microchip,BATCH-3074,M-104,111.99,23,51,Pending,33.96,1039,13,11,Plastic,High,220,387,1186,1146,96.63,1.52,8,4,20.31,54.92,58.2,0,1,0,1144
3782,2025-11-14 21:34:35.823746,2025-11-14,21,46,11,B,Line-3,PCB,BATCH-3569,M-104,88.38,16,39,Done,22.53,1045,12,9,Plastic,Low,240,625,1041,1026,98.56,2.14,3,0,32.93,58.59,112.7,0,0,0,1022
3783,2026-04-29 11:06:35.823746,2026-04-29,11,18,4,A,Line-2,Microchip,BATCH-5421,M-101,97.33,21,30,Pending,22.62,1035,13,9,Plastic,Low,234,550,528,534,101.14,3.68,4,3,29.16,54.35,118.23,0,0,0,541
3784,2026-02-08 05:45:35.823746,2026-02-08,5,6,2,A,Line-1,Microchip,BATCH-4291,M-104,116.34,22,16,Done,56.55,1012,6,11,Plastic,High,210,521,364,370,101.65,0.64,0,8,24.7,51.5,84.63,0,0,0,364
3785,2025-12-11 23:17:35.823746,2025-12-11,23,50,12,C,Line-1,PCB,BATCH-2029,M-101,58.35,19,75,Done,57.62,1024,7,7,Plastic,High,246,124,490,414,84.49,2.48,0,0,23.98,63.87,69.69,0,0,0,394
3786,2025-07-17 18:10:35.823746,2025-07-17,18,29,7,A,Line-1,Microchip,BATCH-6943,M-104,95.64,7,21,Pending,48.9,1024,12,8,Copper,High,216,105,785,798,101.66,0.86,2,4,33.81,45.49,102.48,0,0,0,788
3787,2026-02-20 18:05:35.823746,2026-02-20,18,8,2,A,Line-1,Microchip,BATCH-9285,M-102,84.42,16,8,Done,17.59,1006,15,10,Plastic,Low,237,575,569,601,105.62,3.24,0,2,27.82,62.65,54.16,0,0,0,591
3788,2026-02-25 15:36:35.823746,2026-02-25,15,9,2,C,Line-2,Microchip,BATCH-9196,M-102,73.99,10,75,Done,50.39,1017,13,6,Copper,Medium,250,970,709,645,90.97,3.72,1,2,36.67,62.0,53.54,0,0,0,633
3789,2025-12-25 17:22:35.823746,2025-12-25,17,52,12,B,Line-2,Microchip,BATCH-7390,M-103,100.47,14,27,Pending,21.44,1041,12,10,Silicon,Low,227,540,323,320,99.07,2.58,17,0,39.42,55.65,100.65,0,1,0,302
3790,2026-01-25 23:01:35.823746,2026-01-25,23,4,1,C,Line-1,PCB,BATCH-3092,M-102,54.91,16,84,Done,36.45,1009,14,11,Silicon,Medium,219,700,839,768,91.54,3.12,2,4,24.62,31.85,91.58,0,0,0,754
3791,2026-02-10 03:03:35.823746,2026-02-10,3,7,2,A,Line-2,Microchip,BATCH-4569,M-103,99.01,14,9,Done,36.04,1025,5,6,Silicon,Medium,225,752,1195,1206,100.92,4.04,4,5,36.03,35.91,114.62,0,0,0,1214
3792,2026-02-21 01:11:35.823746,2026-02-21,1,8,2,A,Line-2,Microchip,BATCH-1447,M-103,116.5,20,2,Pending,37.74,1013,1,10,Plastic,Low,203,209,1180,1190,100.85,1.27,4,0,28.76,37.53,109.61,0,0,0,1173
3793,2025-08-12 19:10:35.823746,2025-08-12,19,33,8,C,Line-2,PCB,BATCH-6292,M-102,84.57,6,102,Pending,30.27,1030,14,8,Plastic,High,229,113,543,454,83.61,0.81,3,1,20.76,32.18,55.24,0,0,1,437
3794,2026-03-01 08:33:35.823746,2026-03-01,8,9,3,A,Line-2,Sensor,BATCH-4568,M-104,98.67,21,23,Done,25.08,1012,8,8,Silicon,High,206,622,973,976,100.31,4.13,1,5,34.81,52.1,110.13,0,0,0,965
3795,2025-11-17 12:12:35.823746,2025-11-17,12,47,11,B,Line-1,Sensor,BATCH-3290,M-102,104.46,11,30,Pending,58.25,1034,11,10,Silicon,Medium,238,433,311,303,97.43,3.83,4,3,32.25,37.85,67.63,0,0,0,287
